1.025303531396355439e+00,5.278227864959048610e-01,2.421592346791556494e-01,1.138214991232548295e-01,5.526823962888154085e-02,2.363882538343728412e-02,1.047654984129802597e-02,6.059529887021951680e-03
1.107144440995166068e+00,5.362100314869838735e-01,2.250875870326843886e-01,1.081644418821233744e-01,4.281786331988114702e-02,1.578783981551288434e-02,7.206528005676526329e-03,4.634351855958135195e-03
1.218508769989604223e+00,5.125080179602309327e-01,2.432372652673022162e-01,8.531109685695958955e-02,3.751299462520182870e-02,1.397889894052332417e-02,5.927760943133308230e-03,3.804383888876600953e-03
1.270538491872234221e+00,5.460281295184682415e-01,2.315208342461551883e-01,1.067782500109538679e-01,4.304867896420278006e-02,1.877492003680497623e-02,8.434473995530824067e-03,4.973053498663628468e-03
1.437985428927735398e+00,6.669219156803115611e-01,3.062550594000919002e-01,1.212286958233968481e-01,4.421642199225501307e-02,1.669328549237534751e-02,6.585424552037980744e-03,4.091277047279410356e-03
9.551153241307006603e-01,4.955006115673597500e-01,2.574698584658395850e-01,1.122444522103791670e-01,4.567097676044033078e-02,1.849991263323431598e-02,7.775642145727765069e-03,4.717805346846059948e-03
1.288918936891805034e+00,6.204198346374659723e-01,2.555804313612484169e-01,1.015006760800656188e-01,4.275929333008223615e-02,1.562742446744840724e-02,5.984971072639815558e-03,2.970318976791612008e-03
1.083831808585503209e+00,4.987024982406755846e-01,2.216748768472906472e-01,1.081764602392681213e-01,4.530260380014074911e-02,1.713142153413089314e-02,6.619458128078817456e-03,3.496657283603096539e-03
1.225826341635286587e+00,5.162846006474202110e-01,2.273017550813679621e-01,9.808196252009425409e-02,3.948382550483363340e-02,1.631763229173548158e-02,6.650371055471141109e-03,3.787628548149126698e-03
1.381656355150331139e+00,6.817974601107130717e-01,2.956691631390426789e-01,1.215673504830131341e-01,4.886573320308260082e-02,2.066644958211223335e-02,8.466297622924128310e-03,4.406816455009226509e-03
