0.000000000000000000e+00,3.362159198450178493e-02,9.485825148431545339e-02,1.850490391846845439e-01,2.172671715029087514e-01,2.441953171474370576e-01,2.735491909506277408e-01,3.134051610093671614e-01,3.781205158617777506e-01,4.826463185823655633e-01,6.388752375133528449e-01,8.370507206217839835e-01
0.000000000000000000e+00,4.230475173816883316e-02,8.541913116435176367e-02,2.074173877559048473e-01,2.350177017123749323e-01,2.667690930581828601e-01,3.015366368571977818e-01,3.412537220473497723e-01,4.044025462869268450e-01,5.059107762745510550e-01,6.564551981172458417e-01,8.524935358874646818e-01
0.000000000000000000e+00,3.615886949249390997e-02,5.198699768787754666e-02,1.819384383652121739e-01,2.245077666935165750e-01,2.504239465635728634e-01,2.757537414738240322e-01,3.116070286127578526e-01,3.698690456653850878e-01,4.682587601320088444e-01,6.130977804189153835e-01,8.027825063307649778e-01
0.000000000000000000e+00,2.728604078451497481e-02,7.806208249587759385e-02,2.006258984924042255e-01,2.391034941023156557e-01,2.647632832230462085e-01,2.978004131983345015e-01,3.391390300934806756e-01,4.022950231408923272e-01,5.029052825479557454e-01,6.541714726428389248e-01,8.523767206304196931e-01
0.000000000000000000e+00,2.386405911422080292e-02,9.718840840604828224e-02,1.966805638050254101e-01,2.257788895547823971e-01,2.581298771037244255e-01,2.939108257360412702e-01,3.373395457217502336e-01,4.067583239758987279e-01,5.134845427974824572e-01,6.672043421897947413e-01,8.662283321344965703e-01
0.000000000000000000e+00,4.755871887154319161e-02,9.723997195827362161e-02,1.931137449469511047e-01,2.139235225647193872e-01,2.354414523011622018e-01,2.631733691637380135e-01,3.038419901689773384e-01,3.688342722824088371e-01,4.800088396048560191e-01,6.391674266301586860e-01,8.453050529112725586e-01
0.000000000000000000e+00,7.653337382400110522e-02,1.146920496749731233e-01,1.718044650157065645e-01,2.001544656368888231e-01,2.258350973163308906e-01,2.567486450855519520e-01,2.940367295664793046e-01,3.489411882141392196e-01,4.432994299546911265e-01,5.831625525311685543e-01,7.703477711345758649e-01
0.000000000000000000e+00,3.795565118149825390e-02,6.700428944173117407e-02,1.784304800623740528e-01,1.976325040939005406e-01,2.325774796225053287e-01,2.608190940649977585e-01,3.012584676371213299e-01,3.551013727842591283e-01,4.473919803229354231e-01,5.879362549995371667e-01,7.761981265023359944e-01
0.000000000000000000e+00,2.872691536385892433e-02,1.250620528278078847e-01,2.086127742759567305e-01,2.505326068119412830e-01,2.758197280117360983e-01,3.061803065781791289e-01,3.471008234366172451e-01,4.085163823214215117e-01,5.081005684576644921e-01,6.575295020888708430e-01,8.546265499270895294e-01
0.000000000000000000e+00,5.589177282826483795e-02,1.183092072597103084e-01,1.840351926050921294e-01,2.189192068338394193e-01,2.532433732419512862e-01,2.853113208139794188e-01,3.278273593797940699e-01,3.912541783920986393e-01,4.949717511576631201e-01,6.455223017775122418e-01,8.415359882455765161e-01
