1.000000000000000000e+02,9.967784931223498290e+01,9.949280883191256919e+01,9.609011276296011772e+01,9.432258328397736591e+01,8.993592932386633265e+01,8.318984878554942952e+01,7.413732043565484275e+01,6.373718367246748073e+01,4.985525882043440760e+01,3.308872937872723696e+01,1.596558190860194237e+01
1.000000000000000000e+02,9.980657640232108463e+01,9.951539561557282809e+01,9.841492857794015947e+01,9.583409205761017802e+01,9.221494188764900457e+01,8.467630190169018078e+01,7.490443829531230335e+01,6.444992131623226328e+01,5.011020385159301327e+01,3.359229787643000975e+01,1.683091775337210549e+01
1.000000000000000000e+02,9.941558441558441928e+01,9.918112567037741201e+01,9.792492925735395204e+01,9.612056721955056560e+01,9.311947010733913999e+01,8.708124004217218328e+01,7.879078023662555097e+01,6.707396148786462220e+01,5.292239402648347379e+01,3.717195566893665415e+01,1.973279527004842748e+01
1.000000000000000000e+02,9.958597963000018183e+01,9.948813834533252987e+01,9.830947331330854411e+01,9.746418915351267742e+01,9.257021041589410970e+01,8.793091769682263248e+01,7.958963835988967617e+01,6.788027255024023532e+01,5.441191586759705245e+01,3.866886196505002005e+01,2.236434893016595993e+01
1.000000000000000000e+02,9.986225895316803758e+01,9.974582455493259658e+01,9.734673875354739891e+01,9.543885373867581734e+01,9.210297007690516580e+01,8.768279888142004097e+01,8.002192004258999702e+01,6.812331301479537160e+01,5.391064714252979684e+01,3.774118925223248766e+01,2.043578415361199774e+01
1.000000000000000000e+02,9.999566686887945366e+01,9.991706389569588964e+01,9.787991215187223304e+01,9.530273494250617716e+01,9.190935809708696524e+01,8.813299383972673695e+01,7.990859248720020958e+01,6.828278942577045996e+01,5.361963042352407882e+01,3.770784221008106840e+01,2.121283590170128974e+01
1.000000000000000000e+02,1.000000000000000000e+02,9.973015056152559055e+01,9.792936943012531970e+01,9.657320963505156897e+01,9.195843618750984660e+01,8.587310902955969993e+01,7.732414172499952087e+01,6.448568029300409421e+01,4.984999950515361178e+01,3.400321865392258047e+01,1.831342714517937154e+01
1.000000000000000000e+02,9.970013963790445644e+01,9.963524191921763418e+01,9.801088820561821535e+01,9.738809328711165847e+01,9.553875190799115558e+01,8.857072630347178688e+01,7.930788551978899648e+01,6.557091273457503178e+01,5.269942159050393826e+01,3.667225379649396899e+01,1.991409457562405905e+01
1.000000000000000000e+02,9.982591248414031782e+01,9.961769113243602192e+01,9.823262331886959942e+01,9.514152384119829264e+01,9.246619542847805917e+01,8.782238440365799192e+01,7.930563751220842050e+01,6.898612787912520616e+01,5.376034226154300200e+01,3.781281957177572650e+01,2.182316482975925354e+01
1.000000000000000000e+02,9.975753265226950361e+01,9.970382862969562154e+01,9.749515190495580441e+01,9.521394758993299945e+01,9.320711806864078142e+01,8.775394297330035442e+01,7.787573955909654444e+01,6.612888120028380001e+01,5.154900737689926160e+01,3.566581915726280982e+01,1.999800642217364199e+01
