9.296493276257188354e-01,4.756345397154840837e-01,1.371107266435986238e+00,1.063010854992864296e+01,1.800121191135734122e+01,2.499134049186006123e+01,3.487644938550397455e+01,4.268287331607354673e+01,4.870182739279898243e+01,5.674053104256150704e+01,6.601952967007569839e+01,7.503359086328518401e+01
9.728888312362173885e-01,1.439875470229601717e+00,1.582839596938113713e+00,8.705994291151283093e+00,1.330507374886457050e+01,2.656277056277055948e+01,3.134496830771902154e+01,3.972381243718044175e+01,4.473813897226826697e+01,5.479629540764911866e+01,6.605891402199304707e+01,7.882452431289640060e+01
8.042547671552731092e-01,6.053530505469797429e-01,7.265179034769071453e-01,3.147971979590071800e+00,8.850629406929964915e+00,1.528174500129836311e+01,2.423388669758571368e+01,3.584732824427480580e+01,4.621878610148404931e+01,5.641735052754982860e+01,6.688709677419353739e+01,7.726835049255610954e+01
8.518182211268213733e-01,4.842824404375837277e-01,1.111447476538511392e+00,8.870723584620042956e+00,1.806186459009301259e+01,2.532796467073645630e+01,3.014115092290988329e+01,3.825691284564228312e+01,4.662337662337662181e+01,5.636897433469078322e+01,6.706629441068592712e+01,7.982133061672283247e+01
8.820477343479765642e-01,4.453476305776548072e-01,9.172288531395953015e+00,6.011070749005361868e+00,1.340339950694174043e+01,2.287816489937242892e+01,3.350253807106599169e+01,3.987491252624212734e+01,4.563428162461978843e+01,5.563380281690141516e+01,6.604206287056717883e+01,7.690074981859227421e+01
1.007480434124616409e+00,4.626626886323344512e-01,1.859379053878751353e+00,1.008388826429127505e+01,1.737381601141819232e+01,2.270405955163161238e+01,3.280423280423280374e+01,3.872645426336261210e+01,4.752590731685433667e+01,5.677929547088426432e+01,6.747420367877971614e+01,7.830234049374800520e+01
1.046395987374064918e+00,4.168288148052059938e+00,1.556689440456628937e+00,9.141621621621622396e+00,1.573369094999134710e+01,2.220058001125395108e+01,3.115778510675229995e+01,3.730617608409986730e+01,4.637510741260006597e+01,5.533420580679560175e+01,6.473654390934844116e+01,7.685832274459974656e+01
9.037056254594197924e-01,4.713105893544342062e-01,1.336447385493707118e+00,3.684483653347171650e+00,1.136973262957515018e+01,2.306593977154724584e+01,3.377417396583123832e+01,4.167284462081897800e+01,4.643589058184085872e+01,5.673031477455335647e+01,6.719829003617230967e+01,7.700105120889023169e+01
1.011804384485666120e+00,7.956068664331733542e-01,1.353454985730346838e+00,7.283106997664562599e+00,1.945489941596366279e+01,2.666175897458104060e+01,3.659892305019975822e+01,4.198878078709790884e+01,5.225273981869841577e+01,6.263843489291115674e+01,7.170963763434544092e+01,8.046380885453268661e+01
8.561051539259771914e-01,9.252853683846420374e-01,5.816970850272467075e+00,6.318111053450960135e+00,1.584458290065766661e+01,2.673571985784866101e+01,3.474425274868541180e+01,4.188679245283019270e+01,4.673652829847780055e+01,5.651963395148405311e+01,6.755578800557880470e+01,7.956242860908531611e+01
