3.868335711506031771e+01,2.667548752540320933e+01,1.651282051282051455e+01,8.945734422968824262e+00,4.476153413758810373e+00,2.113546936481168981e+00,9.558957063172914825e-01,5.707182081549704300e-01
3.869905305487093017e+01,2.677610585030483747e+01,1.685008864098240267e+01,8.798201236649802581e+00,4.480952998659575748e+00,2.153067842781164920e+00,9.714186881134604379e-01,5.844251307994984268e-01
3.637185973105028580e+01,2.439797639123102968e+01,1.459121373286634693e+01,7.674017382280451827e+00,3.737752410602326325e+00,1.740735936351450741e+00,8.219397241319669201e-01,4.816880702209538900e-01
3.881061097418601946e+01,2.644995027457084902e+01,1.598715786742768152e+01,8.571410040212738224e+00,4.156743200588056908e+00,1.926968478401867912e+00,8.692005015782419131e-01,5.049076836597915507e-01
3.893548945001729322e+01,2.687188689034935862e+01,1.674935143548945149e+01,9.090971982013144270e+00,4.464242476651677727e+00,2.091317883085437757e+00,9.514441369768246171e-01,5.606624005534417421e-01
3.887352445193928929e+01,2.690621351666882788e+01,1.685895273922255200e+01,8.846067367146625671e+00,4.394776667963851580e+00,2.115752151165304795e+00,9.582738790158689124e-01,5.935486660613136234e-01
3.646383015522981452e+01,2.599057378821291309e+01,1.638591256972370047e+01,8.426255026592293973e+00,4.084273792536861514e+00,1.971116011588186945e+00,9.044839365244087270e-01,5.366022398062870735e-01
3.569970164742508700e+01,2.515120854412591456e+01,1.541834219743157419e+01,7.917888182643663342e+00,3.795347429411510376e+00,1.801184762398927663e+00,8.051627967310934775e-01,4.865741341289401833e-01
3.903281878324036569e+01,2.835560167769273932e+01,1.805573572015393324e+01,9.688372897479137436e+00,4.768279500151337835e+00,2.304449344921520204e+00,1.018160591516409363e+00,6.145198253124054544e-01
3.836055863023175050e+01,2.804691283292978099e+01,1.779379972327914317e+01,9.329730197163611294e+00,4.447768938083708434e+00,2.125389138706330172e+00,1.006528882739536446e+00,6.280698720166032478e-01
