0.000000000000000000e+00,4.323950361049854933e-05,1.115579193150862541e-02,8.950577247373199541e-02,2.576642020149608747e-01,4.336057422060794475e-01,5.099234660786093887e-01,5.026592294720456655e-01
0.000000000000000000e+00,4.323950361049854933e-05,7.350715613784753778e-03,8.803562935097504483e-02,2.451679854715267948e-01,4.359406754010464180e-01,5.055130367103385369e-01,4.937518917282829323e-01
0.000000000000000000e+00,3.891555324944869507e-04,1.790115449474639908e-02,1.232325852899208707e-01,3.130107666363990404e-01,4.929303411596834827e-01,5.341375881004886139e-01,5.202144679379080427e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.046395987374064938e-02,1.055908678168374637e-01,2.833917066632075099e-01,4.898170968997275776e-01,5.359968867557400873e-01,5.147230509793747633e-01
0.000000000000000000e+00,2.161881701833275786e-04,1.457108267035627826e-02,1.051539259771705342e-01,2.788395019024558774e-01,4.611726046350743680e-01,5.230456589415427571e-01,5.021186440677966045e-01
0.000000000000000000e+00,4.323950361049854933e-05,6.615644052406278487e-03,9.612141652613827303e-02,2.868508669520473675e-01,4.680243870800362971e-01,5.327971634885630969e-01,5.122583992735763037e-01
0.000000000000000000e+00,2.594370216629912824e-04,1.184762398927660318e-02,9.785099667055821571e-02,2.799325463743675968e-01,4.391403986682232974e-01,4.973840100315648494e-01,4.936221732174514432e-01
0.000000000000000000e+00,3.891555324944869507e-04,2.036580620054481705e-02,1.178708868422190525e-01,3.130107666363990404e-01,4.761101742551995253e-01,5.290353266744497462e-01,5.190037618368140704e-01
0.000000000000000000e+00,8.647900722099709865e-05,5.404937951312319133e-03,7.130194145371211711e-02,2.449950274570847908e-01,4.336489817096899624e-01,5.569680460068318073e-01,5.551519868551908488e-01
0.000000000000000000e+00,4.323763403666551573e-05,9.296091317883085556e-03,7.886544448287789721e-02,2.519456935316499724e-01,4.322466274645451190e-01,5.220944309927361138e-01,5.047129021099965307e-01
