2.197495111507140830e+00,2.134179847033489175e+00,1.890745278582213418e+00,1.737655008539392698e+00,1.622806366179055049e+00,1.387391401202940466e+00,7.969109675503082135e-01,5.371154179351995683e-01
2.244742434234630490e+00,1.974792994797391454e+00,1.790063750274785592e+00,1.597029872255196548e+00,1.521262304291541412e+00,1.299699567670550282e+00,7.413595173542414374e-01,5.138614103221709195e-01
2.613182357594936889e+00,2.041312302215189778e+00,1.756675237341772222e+00,1.660897943037974667e+00,1.559656843354430444e+00,1.257589992088607556e+00,8.105468750000000000e-01,5.398783623417721111e-01
2.623117040630685182e+00,2.187871437234687910e+00,1.943141297756215913e+00,1.744766525166767668e+00,1.694287446937537966e+00,1.551388720436628343e+00,9.018556701030927547e-01,5.868283808368708332e-01
2.528852980781001403e+00,2.115387440323173163e+00,1.890561880279103990e+00,1.642355245440078271e+00,1.551989227567633689e+00,1.293352919573999227e+00,7.642795935855062339e-01,5.227322805728975563e-01
2.697357392890598060e+00,2.402825025883744914e+00,1.962973919045505999e+00,1.908618054528422814e+00,1.708277868165458679e+00,1.521766996992555354e+00,8.639501060000985833e-01,6.115219642064783079e-01
2.426277624309392422e+00,1.920481452249408028e+00,1.780090765588003165e+00,1.667620363062352062e+00,1.624087411207576936e+00,1.337263220205209047e+00,8.039413970007892596e-01,5.910862273086030516e-01
2.339087484720732579e+00,1.873649811659640285e+00,1.734951480529847601e+00,1.727492703370169913e+00,1.679821388480055910e+00,1.413999550976625885e+00,8.230099533514605437e-01,5.543443011450096547e-01
2.526998158379373915e+00,2.226470227133210411e+00,2.000319214241866206e+00,1.871282995702885144e+00,1.818759975445058297e+00,1.606875383670963719e+00,8.871209330877839472e-01,5.778268876611417637e-01
2.491753343239227370e+00,1.972560673600792569e+00,1.668474492322932212e+00,1.579618623080732975e+00,1.527166914314016744e+00,1.284447746409113522e+00,7.839029222387320361e-01,5.461614660723129733e-01
