2.972469716688357355e+00,1.748990556278573028e+00,8.652851469950278984e-01,3.910968732272165904e-01,1.829345613508192303e-01,7.912036573564254494e-02,3.407081122568158399e-02,2.252477725498047700e-02
3.282977303070761188e+00,1.996295060080106820e+00,1.002937249666221664e+00,4.557076101468625073e-01,2.053404539385847716e-01,9.626168224299065657e-02,4.639519359145527488e-02,2.883845126835780925e-02
2.986821912324014061e+00,1.587008740908787630e+00,7.876492960565824042e-01,3.617802095149129094e-01,1.670114098885701059e-01,7.356375525455394193e-02,3.322879829185294148e-02,2.051778207780076066e-02
3.141989724427837416e+00,1.615600186828584750e+00,8.454327083472342741e-01,4.032828451324481089e-01,1.855274571295122410e-01,8.383932741709482217e-02,3.516380863414959868e-02,2.188563421632081299e-02
3.557683325548809172e+00,2.006105291252418876e+00,1.009374791485954548e+00,4.341095616200707497e-01,2.066457596583705925e-01,9.271368519383466067e-02,4.890905451391205916e-02,3.049309401481283682e-02
2.834890861758227132e+00,1.630331753554502328e+00,8.535478272478472794e-01,4.032441092049929843e-01,1.796942794205994287e-01,8.173686669781723979e-02,3.681329684266737567e-02,2.439757025565716594e-02
3.519440643460267637e+00,1.938023562393618837e+00,9.011447451857290680e-01,4.011948069285452001e-01,1.923038414043987676e-01,9.735340252978673392e-02,4.812602209391583091e-02,3.017054367052698222e-02
2.828518048975778854e+00,1.607926869953960169e+00,8.750250216854607022e-01,4.325081737505838131e-01,2.112163875358644138e-01,8.574097551211048995e-02,3.626476279442183287e-02,2.268632815106425699e-02
3.510008674184292854e+00,1.887635951157669911e+00,9.078201107626610034e-01,4.243677854140254779e-01,1.938012944551945060e-01,9.288049643023954527e-02,4.397144191632748611e-02,2.598919063188096304e-02
3.332955227864148995e+00,1.645993194101554646e+00,8.658504036831921047e-01,4.277707346366851349e-01,2.047441115633548969e-01,9.791819576966703798e-02,4.677387068792954183e-02,3.069326749849870042e-02
