1.380905367083289592e+00,6.296607499212267811e-01,2.661485138115743942e-01,1.037916185274656011e-01,3.890347652557504810e-02,1.550257325911143756e-02,6.974057346917340861e-03,4.117214578300598497e-03
1.044046019482700816e+00,4.963889821968424654e-01,2.293416190796103427e-01,9.714057776284849843e-02,4.301729929459187363e-02,1.650151158884783503e-02,6.760161236143769244e-03,3.359086328518643121e-03
1.292411325123671295e+00,5.649931586148826401e-01,2.362698663298600232e-01,9.236922429217976627e-02,4.016419324281654546e-02,1.690348384380591443e-02,6.651931375644668833e-03,4.378486475107883601e-03
1.306755703482125996e+00,5.976912220092266415e-01,2.560721282467190441e-01,9.999789345073833990e-02,4.421646900212761189e-02,1.761075182743148532e-02,7.014809041309431024e-03,3.897116134060794965e-03
1.048274268428460498e+00,5.142322962838477007e-01,2.095666239522719076e-01,9.209503602714114168e-02,4.014452870617397917e-02,1.672163519105938564e-02,7.751612293342856688e-03,3.949330924521563500e-03
1.329945500073648645e+00,6.374597563285145929e-01,2.619363255686720238e-01,1.074006270647896860e-01,4.147465437788018516e-02,1.660248721671611638e-02,7.301727584538013523e-03,3.408875702291521825e-03
1.185297469307015739e+00,4.981616461330065082e-01,2.405125889612763079e-01,9.396030875744479371e-02,4.287342234836268029e-02,1.793201315874346988e-02,8.320970134812616381e-03,3.719710163624244566e-03
1.200756309543707268e+00,5.860772187865619376e-01,2.296924619755975339e-01,1.080561591174995784e-01,4.076132375062677810e-02,1.897041617917432851e-02,7.500417850576633974e-03,3.530837372555574276e-03
1.264163721402721707e+00,5.581680810988127739e-01,2.253497280480836473e-01,9.356415737233074459e-02,3.585109309855875892e-02,1.477217413388076488e-02,5.439038327231169451e-03,2.581955937440477602e-03
1.219739331511456859e+00,5.500735757830566008e-01,2.444397729661551277e-01,8.982552028589446680e-02,3.926844649989489483e-02,1.679630018919487169e-02,6.117300819844439727e-03,3.468572629808703081e-03
