4.606734255259103072e+00,1.241126283568156730e+01,1.911295399778563464e+01,7.951890929616604353e+01,8.210633724843143000e+01,8.143821786047723776e+01,8.067535287730723326e+01,8.000521546385034810e+01,8.022951391919015407e+01,8.081639920763875296e+01,8.565099258316404018e+01
4.639297836003198228e+00,1.231597379856021846e+01,2.809581459702525308e+01,7.340395632904551348e+01,8.129499513566105406e+01,8.203126689298764518e+01,8.131380861740782962e+01,8.079979214930612841e+01,8.095693571878874195e+01,8.244751823518946310e+01,8.629258614014715079e+01
4.680712423979149328e+00,5.147697654213724938e+00,9.163969677881798503e+00,8.128325984491409884e+01,8.229902035319418019e+01,8.193509145414260786e+01,8.155979052130641094e+01,8.105244838913175442e+01,8.094915402439556829e+01,8.192335340102432895e+01,8.670215424601390453e+01
4.518915633885355554e+00,1.916523777483557467e+01,1.901330497254356899e+01,8.140342499945738552e+01,8.269986324860538218e+01,8.214595814882345337e+01,8.123290050809920615e+01,8.060301726011913104e+01,7.994188586909027094e+01,8.053488839734569638e+01,8.577945648974784376e+01
4.571601574326368045e+00,8.823147787725443836e-01,1.811124086328446126e+01,8.008477325317359430e+01,8.328287197231833261e+01,8.267799982697462724e+01,8.200839536091399395e+01,8.137671114191643085e+01,8.136020698801992523e+01,8.237334875239066889e+01,8.700175849941378203e+01
4.520178982579606597e+00,9.296667969937881804e-01,8.339125901468415591e+00,7.828268566587742328e+01,8.337098666203243624e+01,8.292131902506839936e+01,8.241583900202120105e+01,8.172978616954166853e+01,8.198074277854199465e+01,8.275915718349932604e+01,8.616288832913522810e+01
4.710303242156776982e+00,6.742113082233683663e+00,1.444332779865420058e+01,7.993489327303318248e+01,8.233122132401135218e+01,8.177447552447553392e+01,8.120601477466455265e+01,8.060733350835744204e+01,8.045058299115088118e+01,8.135373037382130690e+01,8.536915345960572665e+01
4.495661139273133600e+00,1.111779362488185896e+01,1.782837504027493480e+01,8.094123206461036091e+01,8.246160455375357401e+01,8.203475757771046517e+01,8.160682438385011039e+01,8.094346928239545491e+01,8.019053379706639362e+01,8.074650557784735838e+01,8.569002630949533739e+01
4.604047562115512804e+00,2.361802491141880722e+01,2.772427885137925330e+01,7.796448057735362624e+01,8.127173913043478137e+01,8.077867872437552421e+01,7.997129748418102224e+01,7.954604805013931923e+01,8.010657581515211234e+01,8.064265238550255788e+01,8.418100579903033065e+01
4.571266943713148123e+00,1.321990383150932402e+01,1.732413673056419157e+01,8.031374426143905509e+01,8.352662155399382016e+01,8.295246800731263193e+01,8.209722010579709206e+01,8.167694419628263347e+01,8.157693400660154737e+01,8.229331080630460349e+01,8.590451600564200874e+01
