9.999999999999998579e+01,9.999999999999998579e+01,9.993377757543147766e+01,9.985720789702413924e+01,9.971648524481602749e+01,9.933777575431480500e+01,9.866313480402300229e+01,9.712346343280493954e+01,9.393857870121271958e+01,8.838003393899258242e+01,7.984975787426017746e+01
9.999999999999998579e+01,9.999375780274655767e+01,9.993549729504785262e+01,9.985642946317103963e+01,9.972118185601330254e+01,9.938826466916354718e+01,9.885351643778608377e+01,9.734706616729089035e+01,9.442987931751974884e+01,8.911360799001248267e+01,8.096337910944652094e+01
9.999999999999997158e+01,9.999999999999997158e+01,9.993549058370616933e+01,9.986681926958694078e+01,9.975028613047550152e+01,9.947768182291123651e+01,9.883466860888565009e+01,9.725730933305587200e+01,9.398605764228487658e+01,8.791384871501402642e+01,7.881802101758398749e+01
1.000000000000000000e+02,1.000000000000000000e+02,9.995039990079978054e+01,9.989459978919956029e+01,9.976646619959903717e+01,9.944199888399776910e+01,9.883439766879533295e+01,9.738359476718953545e+01,9.438692210717755415e+01,8.880897761795522172e+01,8.025089383512099062e+01
1.000000000000000000e+02,9.999376998795533211e+01,9.995638991568716847e+01,9.987955310046933732e+01,9.977987290775429585e+01,9.946421896415667163e+01,9.885367778377704440e+01,9.742077501349835700e+01,9.440337251318683798e+01,8.930722266063048664e+01,8.128919715911450794e+01
1.000000000000000000e+02,1.000000000000000000e+02,9.989372790255667667e+01,9.986307248983263207e+01,9.969753326112279979e+01,9.938076066297441002e+01,9.863072489832622125e+01,9.695080828104883608e+01,9.391796611555048457e+01,8.851443869939303966e+01,8.009850605955325875e+01
9.999999999999995737e+01,9.999999999999995737e+01,9.993955058990285067e+01,9.988535456705714921e+01,9.974778004752573679e+01,9.947471547088005650e+01,9.882436319673156788e+01,9.730687455705174216e+01,9.435110684954349836e+01,8.860841289031559143e+01,8.004335681827656401e+01
9.999999999999997158e+01,9.999584389676236640e+01,9.991064378039148153e+01,9.987739495449065430e+01,9.975686796060013251e+01,9.945139437263620152e+01,9.875940318357507408e+01,9.728190848260669554e+01,9.411703586717092662e+01,8.925855118241136665e+01,8.150118448942271243e+01
9.999999999999997158e+01,9.999375260308201518e+01,9.993960849645981170e+01,9.986255726780510145e+01,9.976259891711785599e+01,9.955226988754687056e+01,9.876301541024574249e+01,9.743440233236152892e+01,9.473344439816744966e+01,8.996459808413163728e+01,8.200124947938358844e+01
1.000000000000000000e+02,9.998965338851526496e+01,9.989446456285566001e+01,9.982203828246250055e+01,9.971650284531816055e+01,9.941852043455769206e+01,9.866114847387481745e+01,9.714019658561822723e+01,9.404035178479048795e+01,8.819451629591308972e+01,7.872736678737712168e+01
